#vs30_ref=800,,,,,,,,,,,,,,,
ampcode,level,PGA,SA(0.1),SA(0.2),SA(0.3),SA(0.6),SA(1.0),SA(2.0),sigma_PGA,sigma_SA(0.1),sigma_SA(0.2),sigma_SA(0.3),sigma_SA(0.6),sigma_SA(1.0),sigma_SA(2.0)
zo_9,0.0751,1.6468,1.4346,2.2339,2.1334,2.2068,1.6183,1.2502,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.1214,1.6472,1.4339,2.118,2.1059,2.2044,1.6382,1.285,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.1962,1.6942,1.4548,2.0237,2.0944,2.372,1.7095,1.3187,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.3171,1.7162,1.5301,2.0476,2.1849,2.6416,1.9447,1.4189,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.5124,1.6963,1.5562,2.073,2.262,2.8145,2.756,1.9087,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,0.8281,1.6004,1.4805,1.988,2.2676,2.6181,2.6073,2.4708,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,1.3381,1.4518,1.3447,1.813,2.0787,2.218,2.2564,2.575,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,2.1624,1.3056,1.2261,1.5734,1.7731,1.8464,1.9972,3.322,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,3.4943,1.1799,1.132,1.3297,1.4671,1.5425,1.7633,3.322,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,5.6467,1.0647,1.0539,1.133,1.2222,1.2838,1.5568,3.322,0.3,0.3,0.3,0.3,0.3,0.3,0.3
zo_9,9.1249,0.9607,0.9811,0.9624,1.0137,1.0686,1.3745,3.322,0.3,0.3,0.3,0.3,0.3,0.3,0.3
noaf,0.001,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0016,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0026,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0042,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0068,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.011,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0178,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0288,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0465,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.0751,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.1214,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.1962,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.3171,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.5124,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,0.8281,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,1.3381,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,2.1624,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,3.4943,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,5.6467,1,1,1,1,1,1,1,0,0,0,0,0,0,0
noaf,9.1249,1,1,1,1,1,1,1,0,0,0,0,0,0,0
